sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,gpt-4o_sa-conceptnet_0_generated_,gpt-4o_sa-conceptnet_1_generated_,gpt-4o_sa-conceptnet_2_generated_,gpt-4o_sa-conceptnet_0_generated,gpt-4o_sa-conceptnet_0_property,gpt-4o_sa-conceptnet_0_combination_relevance,gpt-4o_sa-conceptnet_0_root_relevance,gpt-4o_sa-conceptnet_0_modifier_relevance,gpt-4o_sa-conceptnet_0_indiv_max,gpt-4o_sa-conceptnet_0_emergence,gpt-4o_sa-conceptnet_1_generated,gpt-4o_sa-conceptnet_1_property,gpt-4o_sa-conceptnet_1_combination_relevance,gpt-4o_sa-conceptnet_1_root_relevance,gpt-4o_sa-conceptnet_1_modifier_relevance,gpt-4o_sa-conceptnet_1_indiv_max,gpt-4o_sa-conceptnet_1_emergence,gpt-4o_sa-conceptnet_2_generated,gpt-4o_sa-conceptnet_2_property,gpt-4o_sa-conceptnet_2_combination_relevance,gpt-4o_sa-conceptnet_2_root_relevance,gpt-4o_sa-conceptnet_2_modifier_relevance,gpt-4o_sa-conceptnet_2_indiv_max,gpt-4o_sa-conceptnet_2_emergence
"The old man didn't go after him, and fight for four years, at a cost uv half his substance, to subdue him and bring him back, but when he hed run through his pile, and squandered his share uv the estate, and got hungry, he came back like a whipped dog.",a whipped dog,dog,whip,helpless,emergent,"(emergent, emergent, component)","(4, 5, 3)","(1, 4, 4)","(1, 3, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['dog', 'whip'], 1: ['bark', 'pet'], 2: ['bark', 'pet'], 3: ['bark', 'pet'], 4: ['bark', 'pet'], 5: ['bark', 'pet']}","['bark', 'pet']","['{""property"": ""submissive""}']","['{""property"": ""submissive""}']","['{""property"": ""submissive""}']",{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
The biggest issue is that normal spots are not as wide as handicap spots and it can make it more difficult to get in and out of the car.,handicap spots,spot,handicap,wider,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"{0: ['spot', 'handicap'], 1: ['spot', 'handicap'], 2: ['spot', 'handicap'], 3: ['spot', 'handicap'], 4: ['spot', 'handicap'], 5: ['spot', 'handicap']}",[],"['{""property"": ""accessible""}']","['{""property"": ""accessibility""}']","['{""property"": ""accessibility""}']",{'property': 'accessible'},accessible,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'accessibility'},accessibility,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'accessibility'},accessibility,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"He was husky, but also fat like a watermelon with paws. ",a watermelon with paws,watermelon,paw,strange,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 2)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['watermelon', 'paw'], 1: [''], 2: [''], 3: [''], 4: [''], 5: ['']}",[''],"['{""property"": ""whimsical""}']","['{""property"": ""playful""}']","['{""property"": ""anomalous""}']",{'property': 'whimsical'},whimsical,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'playful'},playful,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,{'property': 'anomalous'},anomalous,1.0,0.0,0.0,0.0,1.0
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['fire', 'ice'], 1: ['ice', 'fire'], 2: ['ice', 'fire'], 3: ['ice', 'fire'], 4: ['ice', 'fire'], 5: ['ice', 'fire']}",[],"['{""property"": ""conflict""}']","['{""property"": ""conflict""}']","['{""property"": ""contrast""}']",{'property': 'conflict'},conflict,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'conflict'},conflict,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'contrast'},contrast,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.4444444444444444
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['book', 'bonfire'], 1: ['book', 'bonfire', 'page'], 2: ['book', 'bonfire', 'page'], 3: ['book', 'bonfire', 'page'], 4: ['book', 'bonfire', 'page'], 5: ['book', 'bonfire', 'page']}",['page'],"['{""property"": ""destruction""}']","['{""property"": ""illegible""}']","['{""property"": ""sacrificial""}']",{'property': 'destruction'},destruction,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'illegible'},illegible,1.0,0.1111111111111111,0.0,0.1111111111111111,0.8888888888888888,{'property': 'sacrificial'},sacrificial,0.7777777777777778,0.0,0.2222222222222222,0.2222222222222222,0.5555555555555556
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,jingly,emergent,"(emergent, emergent, component)","(5, 5, 4)","(2, 2, 3)","(1, 3, 2)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778,"{0: ['key', 'ring'], 1: ['key', 'ring'], 2: ['key', 'ring'], 3: ['key', 'ring'], 4: ['key', 'ring'], 5: ['key', 'ring']}",[],"['{""property"": ""organized""}']","['{""property"": ""organized""}']","['{""property"": ""organized""}']",{'property': 'organized'},organized,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'organized'},organized,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'organized'},organized,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['mosquito', 'ember'], 1: ['fly'], 2: ['fly'], 3: ['fly'], 4: ['fly'], 5: ['fly']}",['fly'],"['{""property"": ""trapped""}']","['{""property"": ""trapped""}']","['{""property"": ""preservation""}']",{'property': 'trapped'},trapped,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'trapped'},trapped,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.7777777777777778,{'property': 'preservation'},preservation,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['blackbird', 'white'], 1: ['blackbird', 'white'], 2: ['blackbird', 'white'], 3: ['blackbird', 'white'], 4: ['blackbird', 'white'], 5: ['blackbird', 'white']}",[],"['{""property"": ""rare""}']","['{""property"": ""anomaly""}']","['{""property"": ""unusual""}']",{'property': 'rare'},rare,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'anomaly'},anomaly,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'unusual'},unusual,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
I was as lively as a dog with wings.,a dog with wings,dog,wing,unreal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 1)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['dog', 'wing'], 1: ['wing', 'dog'], 2: ['wing', 'dog'], 3: ['wing', 'dog'], 4: ['wing', 'dog'], 5: ['wing', 'dog']}",[],"['{""property"": ""mythical""}']","['{""property"": ""mythical""}']","['{""property"": ""mythical""}']",{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'mythical'},mythical,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
theyre almost like flying buses .,flying buses,bus,fly,fantastical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(2, 4, 4)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['bus', 'fly'], 1: ['form of public transportation'], 2: ['form of public transportation'], 3: ['form of public transportation'], 4: ['form of public transportation'], 5: ['form of public transportation']}",['form of public transportation'],"['{""property"": ""futuristic""}']","['{""property"": ""imaginative""}']","['{""property"": ""futuristic""}']",{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'imaginative'},imaginative,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'futuristic'},futuristic,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
"But the machine is monstrous and unethical, kind of like a battery farm, and the poor human beings enmeshed in it are constantly suffering.",a battery farm,farm,battery,cruel,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(4, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['farm', 'battery'], 1: ['farm', 'battery'], 2: ['farm', 'battery'], 3: ['farm', 'battery'], 4: ['farm', 'battery'], 5: ['farm', 'battery']}",[],"['{""property"": ""efficient""}']","['{""property"": ""industrialized""}']","['{""property"": ""inhumane""}']",{'property': 'efficient'},efficient,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'industrialized'},industrialized,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'inhumane'},inhumane,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"{0: ['scope', 'knife'], 1: ['spread butter', 'knife', 'scope'], 2: ['spread butter', 'knife', 'scope'], 3: ['spread butter', 'knife', 'scope'], 4: ['spread butter', 'knife', 'scope'], 5: ['spread butter', 'knife', 'scope']}",['spread butter'],"['{""property"": ""impractical""}']","['{""property"": ""impractical""}']","['{""property"": ""impractical""}']",{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'impractical'},impractical,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'impractical'},impractical,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"As in any analog process, every reprinting degrades the picture, just like a photocopy of a photocopy.",a photocopy of a photocopy,photocopy,photocopy,degrade,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 3, 3)","(3, 3, 3)",0.3333333333333332,0.8888888888888888,0.5555555555555556,0.5555555555555556,False,0.5555555555555556,"{0: ['photocopy', 'photocopy'], 1: ['photocopy'], 2: ['photocopy'], 3: ['photocopy'], 4: ['photocopy'], 5: ['photocopy']}",[],"['{""property"": ""degradation""}']","['{""property"": ""degraded""}']","['{""property"": ""deterioration""}']",{'property': 'degradation'},degradation,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'degraded'},degraded,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'deterioration'},deterioration,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Briefly on the face of the glass images phased past like a long exposure, the slim worn cloaked figure in his chair stationary as the scenes rolled by.",a long exposure,exposure,long,time,emergent,"(emergent, component, emergent)","(5, 5, 4)","(3, 4, 1)","(4, 5, 2)",0.1111111111111111,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666,"{0: ['exposure', 'long'], 1: ['long', 'exposure'], 2: ['long', 'exposure'], 3: ['long', 'exposure'], 4: ['long', 'exposure'], 5: ['long', 'exposure']}",[],"['{""property"": ""ethereal""}']","['{""property"": ""blurred""}']","['{""property"": ""blurred""}']",{'property': 'ethereal'},ethereal,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'blurred'},blurred,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,{'property': 'blurred'},blurred,0.8888888888888888,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['light', 'darkness'], 1: ['lantern', 'light', 'darkness'], 2: ['lantern', 'light', 'darkness'], 3: ['lantern', 'light', 'darkness'], 4: ['lantern', 'light', 'darkness'], 5: ['lantern', 'light', 'darkness']}",['lantern'],"['{""property"": ""transition""}']","['{""property"": ""transition""}']","['{""property"": ""transition""}']",{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"{0: ['shooting', 'finger'], 1: ['finger'], 2: ['finger'], 3: ['finger'], 4: ['finger'], 5: ['finger']}",[],"['{""property"": ""unexpected""}']","['{""property"": ""pointing""}']","['{""property"": ""unexpected""}']",{'property': 'unexpected'},unexpected,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.0,{'property': 'pointing'},pointing,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105,{'property': 'unexpected'},unexpected,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222
They are as different as day from night.,day from night,day,night,distinct,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.4444444444444444,1.0,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"{0: ['day', 'night'], 1: ['time'], 2: ['time'], 3: ['time'], 4: ['time'], 5: ['time']}",['time'],"['{""property"": ""transition""}']","['{""property"": ""transition""}']","['{""property"": ""transition""}']",{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'transition'},transition,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'transition'},transition,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['anchor', 'water'], 1: ['anchor'], 2: ['anchor'], 3: ['anchor'], 4: ['anchor'], 5: ['anchor']}",[],"['{""property"": ""inoperative""}']","['{""property"": ""useless""}']","['{""property"": ""obsolete""}']",{'property': 'inoperative'},inoperative,1.0,0.2222222222222222,0.0,0.2222222222222222,0.7777777777777778,{'property': 'useless'},useless,0.8888888888888888,0.1111111111111111,0.0,0.1111111111111111,0.7777777777777777,{'property': 'obsolete'},obsolete,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.4444444444444445
"to dennis , those holes looked strangely like floating eyes .",floating eyes,eye,float,unsettling,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['eye', 'float'], 1: ['eye', 'float'], 2: ['eye', 'float'], 3: ['eye', 'float'], 4: ['eye', 'float'], 5: ['eye', 'float']}",[],"['{""property"": ""eerie""}']","['{""property"": ""unsettling""}']","['{""property"": ""disembodied""}']",{'property': 'eerie'},eerie,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'unsettling'},unsettling,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'disembodied'},disembodied,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"{0: ['breath', 'mirror'], 1: ['mirror', 'breath'], 2: ['mirror', 'breath'], 3: ['mirror', 'breath'], 4: ['mirror', 'breath'], 5: ['mirror', 'breath']}",[],"['{""property"": ""foggy""}']","['{""property"": ""foggy""}']","['{""property"": ""foggy""}']",{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667,{'property': 'foggy'},foggy,1.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.6666666666666667
"As I got to my front step, I felt immediately like a genius and an idiot at the same time.",a genius and an idiot,genius,idiot,contradictory,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 2, 4)",0.6666666666666667,1.0,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"{0: ['genius', 'idiot'], 1: ['idiot', 'genius'], 2: ['idiot', 'genius'], 3: ['idiot', 'genius'], 4: ['idiot', 'genius'], 5: ['idiot', 'genius']}",[],"['{""property"": ""complementary""}']","['{""property"": ""unpredictable interaction""}']","['{""property"": ""unexpected dynamic""}']",{'property': 'complementary'},complementary,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'unpredictable interaction'},unpredictable interaction,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.0,{'property': 'unexpected dynamic'},unexpected dynamic,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
To the agonized nerves of the watchers its descent seemed as slow as a falling leafs.,a falling leafs,leafs,fall,graceful,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 3, 2)","(4, 4, 3)",0.0,0.5555555555555556,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"{0: ['leafs', 'fall'], 1: ['fall', 'leafs'], 2: ['fall', 'leafs'], 3: ['fall', 'leafs'], 4: ['fall', 'leafs'], 5: ['fall', 'leafs']}",[],"['{""property"": ""transience""}']","['{""property"": ""transience""}']","['{""property"": ""transience""}']",{'property': 'transience'},transience,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,{'property': 'transience'},transience,1.0,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.11111111111111116,{'property': 'transience'},transience,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
