sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,qwen2.5:72b_sa-llm_0_generated_,qwen2.5:72b_sa-llm_1_generated_,qwen2.5:72b_sa-llm_2_generated_,qwen2.5:72b_sa-llm_0_generated,qwen2.5:72b_sa-llm_0_property,qwen2.5:72b_sa-llm_0_combination_relevance,qwen2.5:72b_sa-llm_0_root_relevance,qwen2.5:72b_sa-llm_0_modifier_relevance,qwen2.5:72b_sa-llm_0_indiv_max,qwen2.5:72b_sa-llm_0_emergence,qwen2.5:72b_sa-llm_1_generated,qwen2.5:72b_sa-llm_1_property,qwen2.5:72b_sa-llm_1_combination_relevance,qwen2.5:72b_sa-llm_1_root_relevance,qwen2.5:72b_sa-llm_1_modifier_relevance,qwen2.5:72b_sa-llm_1_indiv_max,qwen2.5:72b_sa-llm_1_emergence,qwen2.5:72b_sa-llm_2_generated,qwen2.5:72b_sa-llm_2_property,qwen2.5:72b_sa-llm_2_combination_relevance,qwen2.5:72b_sa-llm_2_root_relevance,qwen2.5:72b_sa-llm_2_modifier_relevance,qwen2.5:72b_sa-llm_2_indiv_max,qwen2.5:72b_sa-llm_2_emergence
And boy isn't that almost like the end of overeating.,the end of overeating,end,overeating,improvement,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 4)","(1, 4, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['end', 'overeating'], 1: ['overeating', 'end'], 2: [], 3: [], 4: [], 5: []}",[],"['{""property"": ""closure""} \n\nReasoning:\n- The combination ""the end of overeating"" involves two main components: ""end"" and ""overeating.""\n- ""End"" generally refers to a conclusion or termination, while ""overeating"" refers to the act of consuming more food than necessary.\n- When combined, the phrase suggests a cessation of an ongoing behavior (overeating). The emergent property here is not just about stopping an action but about achieving a sense of completion or resolution, which can be described as ""closure.""\n- ""Closure"" does not belong to either ""end"" or ""overeating"" individually. ""End"" alone could mean the conclusion of any activity, and ""overeating"" is just a behavior without a sense of finality.\n- Therefore, ""closure"" captures the emergent property that arises from the combination of these two concepts.']","['{""property"": ""satiety""}']","['{""property"": ""satiety""}']",{'property': 'closure'},closure,0.5555555555555556,1.0,0.0,1.0,0.0,{'property': 'satiety'},satiety,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'satiety'},satiety,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0
It is as likely as snow in hell.,snow in hell,snow,hell,unlikely,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['snow', 'hell'], 1: ['hell', 'cold', 'snow'], 2: ['hell', 'cold', 'snow'], 3: ['hell', 'cold', 'snow'], 4: ['hell', 'cold', 'snow'], 5: ['hell', 'cold', 'snow']}","['hell', 'cold', 'snow']","['{""property"": ""incongruous""}']","['{""property"": ""incongruous""}']","['{""property"": ""impossible""} \n\nReasoning process:\n1. **Hell**: Typically associated with extreme heat, fire, and suffering.\n2. **Cold**: A property that is opposite to the typical characteristics of hell.\n3. **Snow**: A form of cold precipitation, which is also contrary to the environment of hell.\n\nCombining ""snow"" and ""hell"" creates a contradiction because snow cannot exist in an environment as traditionally described by ""hell."" The emergent property here is ""impossible,"" which does not belong to either ""snow"" or ""hell"" individually but arises from their combination.']",{'property': 'incongruous'},incongruous,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incongruous'},incongruous,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'impossible'},impossible,1.0,0.0,0.8888888888888888,0.8888888888888888,0.1111111111111111
"But then you are to go around like a wet cat, and mope, and hang on worse then ever.",a wet cat,cat,wet,miserable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['cat', 'wet'], 1: ['wet', 'cat'], 2: ['wet', 'cat'], 3: ['wet', 'cat'], 4: ['wet', 'cat'], 5: ['wet', 'cat']}","['wet', 'cat']","['{""property"": ""clammy""}']","['{""property"": ""miserable""}']","['{""property"": ""miserable""}']",{'property': 'clammy'},clammy,0.8888888888888888,0.0,0.5555555555555556,0.5555555555555556,0.3333333333333332,{'property': 'miserable'},miserable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'miserable'},miserable,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
I think a few of these guys in different sizes sidebysidebyside like Russian dolls would be amazing.,russian dolls,doll,russian,nested,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 4, 4)","(3, 1, 2)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['doll', 'russian'], 1: ['russian', 'doll'], 2: ['russian', 'doll'], 3: ['russian', 'doll'], 4: ['russian', 'doll'], 5: ['russian', 'doll']}","['russian', 'doll']","['{""property"": ""nested""}']","['{""property"": ""nested""}']","['{""property"": ""nested""}']",{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0,{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0,{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0
"We do so like the smell of sheep, they said to which the old man replied, Yis, mum, an seea deea Ah bud Ah leykes t teeast on em betther!",the smell of sheep,smell,sheep,earthy,emergent,"(component, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['smell', 'sheep'], 1: ['smell', 'sheep'], 2: ['smell', 'sheep'], 3: ['smell', 'sheep'], 4: ['smell', 'sheep'], 5: ['smell', 'sheep']}","['smell', 'sheep']","['{""property"": ""pungent""}']","['{""property"": ""distinctive""}']","['{""property"": ""pungent""}']",{'property': 'pungent'},pungent,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'distinctive'},distinctive,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'pungent'},pungent,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,uncommon,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 4)","(4, 1, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['crow', 'white'], 1: ['crow', 'white'], 2: ['crow', 'white'], 3: ['crow', 'white'], 4: ['crow', 'white'], 5: ['crow', 'white']}","['crow', 'white']","['{""property"": ""uncommon""}']","['{""property"": ""rare""}']","['{""property"": ""uncommon""}']",{'property': 'uncommon'},uncommon,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'rare'},rare,0.8888888888888888,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'uncommon'},uncommon,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The old man didn't go after him, and fight for four years, at a cost uv half his substance, to subdue him and bring him back, but when he hed run through his pile, and squandered his share uv the estate, and got hungry, he came back like a whipped dog.",a whipped dog,dog,whip,helpless,emergent,"(emergent, emergent, component)","(4, 5, 3)","(1, 4, 4)","(1, 3, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['dog', 'whip'], 1: ['pet', 'bark'], 2: ['pet', 'bark'], 3: ['pet', 'bark'], 4: ['pet', 'bark'], 5: ['pet', 'bark']}","['pet', 'bark']","['{""property"": ""submissive""}']","['{""property"": ""submissive""}']","['{""property"": ""submissive""} \n\nReasoning:\n- The combination ""whipped dog"" suggests a dog that has been subjected to physical punishment.\n- The relevant concepts provided are ""pet"" and ""bark."" ""Pet"" is a general term for domestic animals, and ""bark"" is a sound made by dogs. Neither of these terms specifically describes the state or behavior of a whipped dog.\n- A dog that has been whipped may exhibit behaviors such as cowering, fearfulness, and submission due to the trauma and pain inflicted. The property ""submissive"" captures this emergent behavior, which does not inherently belong to either ""whipped"" (which can apply to various contexts) or ""dog"" (which can have a wide range of personalities and behaviors), but emerges from the combination of being whipped and being a dog.']",{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
The biggest issue is that normal spots are not as wide as handicap spots and it can make it more difficult to get in and out of the car.,handicap spots,spot,handicap,wider,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"{0: ['spot', 'handicap'], 1: ['mark'], 2: ['mark'], 3: ['mark'], 4: ['mark'], 5: ['mark']}",['mark'],"['{""property"": ""exclusive""} \n\nReasoning process:\n- The term ""handicap spots"" refers to designated parking spaces reserved for individuals with disabilities.\n- Individually, ""handicap"" can refer to a disability or limitation, and ""spots"" generally refers to locations or points.\n- The concept of ""mark"" is related to the physical marking or designation of these spots.\n- However, the emergent property that arises when combining ""handicap"" and ""spots"" is that these spaces are specifically set aside for a particular group, making them exclusive. This exclusivity does not inherently belong to either ""handicap"" or ""spots"" alone but emerges from their combination.']","['{""property"": ""exclusive""} \n\nReasoning:\nThe term ""handicap spots"" refers to parking spaces designated specifically for individuals with disabilities. The relevant concept provided is ""mark,"" which can be associated with the signs or markings that identify these spaces. However, the emergent property here is not just about being marked but about the exclusivity of these spots. The property ""exclusive"" does not inherently belong to either ""handicap"" or ""spots"" individually; rather, it emerges from their combination, as these spots are set aside for a specific group and are not available for general use.']","['{""property"": ""designated""}']",{'property': 'exclusive'},exclusive,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'exclusive'},exclusive,0.8888888888888888,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5555555555555556,{'property': 'designated'},designated,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"He was husky, but also fat like a watermelon with paws. ",a watermelon with paws,watermelon,paw,strange,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 2)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['watermelon', 'paw'], 1: ['watermelon', 'paw'], 2: ['watermelon', 'paw'], 3: ['watermelon', 'paw'], 4: ['watermelon', 'paw'], 5: ['watermelon', 'paw']}","['watermelon', 'paw']","['{""property"": ""anthropomorphized""}']","['{""property"": ""unrealistic""} \n\nReasoning process:\n- The combination of ""a watermelon with paws"" involves the fusion of two distinct and unrelated objects: a watermelon, which is a type of fruit, and paws, which are a feature of animals.\n- Individually, a watermelon does not have any property that suggests it could possess paws, and paws do not naturally belong to fruits or plants.\n- The emergent property ""unrealistic"" captures the idea that this combination is not found in nature and defies common expectations. It does not describe a property of either ""watermelon"" or ""paw"" alone but emerges from their combination.']","['{""property"": ""anthropomorphic""}']",{'property': 'anthropomorphized'},anthropomorphized,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,{'property': 'unrealistic'},unrealistic,1.0,0.0,0.0,0.0,1.0,{'property': 'anthropomorphic'},anthropomorphic,0.0,0.0,0.0,0.0,0.0
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['fire', 'ice'], 1: ['fire', 'ice'], 2: ['fire', 'ice'], 3: ['fire', 'ice'], 4: ['fire', 'ice'], 5: ['fire', 'ice']}","['fire', 'ice']","['{""property"": ""contradictory""}']","['{""property"": ""contradictory""}']","['{""property"": ""contrasting""}']",{'property': 'contradictory'},contradictory,1.0,0.0,0.0,0.0,1.0,{'property': 'contradictory'},contradictory,1.0,0.0,0.0,0.0,1.0,{'property': 'contrasting'},contrasting,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['book', 'bonfire'], 1: ['page'], 2: ['page'], 3: ['page'], 4: ['page'], 5: ['page']}",['page'],"['{""property"": ""consumed""}']","['{""property"": ""consumed""}']","['{""property"": ""consumed""}']",{'property': 'consumed'},consumed,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.111111111111111,{'property': 'consumed'},consumed,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.111111111111111,{'property': 'consumed'},consumed,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.111111111111111
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,jingly,emergent,"(emergent, emergent, component)","(5, 5, 4)","(2, 2, 3)","(1, 3, 2)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778,"{0: ['key', 'ring'], 1: ['key', 'ring'], 2: ['key', 'ring'], 3: ['key', 'ring'], 4: ['key', 'ring'], 5: ['key', 'ring']}","['key', 'ring']","['{""property"": ""jingle""}']","['{""property"": ""detachable""} \n\nReasoning: The emergent property ""detachable"" describes the ability of individual keys to be removed or attached to the ring, which is a characteristic that emerges when keys are combined with a ring. Individually, a key does not inherently have this detachability without the context of being on a ring, and a ring alone does not imply anything about keys. The combination of keys and a ring creates the practical function of easy attachment and detachment, making ""detachable"" an emergent property of the combination.']","['{""property"": ""interconnected""}']",{'property': 'jingle'},jingle,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.111111111111111,{'property': 'detachable'},detachable,0.7777777777777778,0.3333333333333333,1.0,1.0,0.0,{'property': 'interconnected'},interconnected,1.0,0.3333333333333333,1.0,1.0,0.0
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['mosquito', 'ember'], 1: ['fly'], 2: ['fly'], 3: ['fly'], 4: ['fly'], 5: ['fly']}",['fly'],"['{""property"": ""incinerated""}']","['{""property"": ""incinerated""}']","['{""property"": ""incinerated""}']",{'property': 'incinerated'},incinerated,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incinerated'},incinerated,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'incinerated'},incinerated,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"{0: ['blackbird', 'white'], 1: ['blackbird', 'white'], 2: ['blackbird', 'white'], 3: ['blackbird', 'white'], 4: ['blackbird', 'white'], 5: ['blackbird', 'white']}","['blackbird', 'white']","['{""property"": ""albino""}']","['{""property"": ""albino""}']","['{""property"": ""albino""}']",{'property': 'albino'},albino,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'albino'},albino,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'albino'},albino,0.8888888888888888,0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556
