sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,gpt-4o_naive_0_generated_,gpt-4o_naive_1_generated_,gpt-4o_naive_2_generated_,gpt-4o_naive_0_generated,gpt-4o_naive_0_property,gpt-4o_naive_0_combination_relevance,gpt-4o_naive_0_root_relevance,gpt-4o_naive_0_modifier_relevance,gpt-4o_naive_0_indiv_max,gpt-4o_naive_0_emergence,gpt-4o_naive_1_generated,gpt-4o_naive_1_property,gpt-4o_naive_1_combination_relevance,gpt-4o_naive_1_root_relevance,gpt-4o_naive_1_modifier_relevance,gpt-4o_naive_1_indiv_max,gpt-4o_naive_1_emergence,gpt-4o_naive_2_generated,gpt-4o_naive_2_property,gpt-4o_naive_2_combination_relevance,gpt-4o_naive_2_root_relevance,gpt-4o_naive_2_modifier_relevance,gpt-4o_naive_2_indiv_max,gpt-4o_naive_2_emergence
,the jar of hands,jar,hand,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.0,0.2222222222222222,False,0.2222222222222222,"['{""property"": ""macabre""}']","['{""property"": ""macabre""}']","['{""property"": ""macabre""}']",{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'macabre'},macabre,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
,a down vote,vote,down,disapproving,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 3)","(4, 5, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""disapproval""}']","['{""property"": ""disapproval""}']","['{""property"": ""rejection""}']",{'property': 'disapproval'},disapproval,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'disapproval'},disapproval,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'rejection'},rejection,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556
She looks exactly like grumpy cat!,grumpy cat,cat,grumpy,famous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""internet phenomenon""}']","['{""property"": ""internet sensation""}']","['{""property"": ""meme-worthy""}']",{'property': 'internet phenomenon'},internet phenomenon,1.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.11111111111111116,{'property': 'internet sensation'},internet sensation,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'meme-worthy'},meme-worthy,1.0,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.11111111111111116
"You are, for me and my company, about as necessary as a fifth leg is to a dog.",a fifth leg,leg,fifth,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""awkward""}']","['{""property"": ""awkward""}']","['{""property"": ""awkwardness""}']",{'property': 'awkward'},awkward,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'awkward'},awkward,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'awkwardness'},awkwardness,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"Later, he was to describe this as tragic as the loss of a mother.",the loss of a mother,loss,mother,tragic,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 5, 5)","(1, 5, 4)",0.111111111111111,0.8888888888888888,0.7777777777777778,0.1111111111111111,False,0.7777777777777778,"['{""property"": ""profound grief""}']","['{""property"": ""grief""}']","['{""property"": ""grief""}']",{'property': 'profound grief'},profound grief,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105,{'property': 'grief'},grief,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0,{'property': 'grief'},grief,0.8888888888888888,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
A suit on that guy looks as fitting as socks on a rooster.,socks on a rooster,sock,rooster,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 2, 1)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""absurdity""}']","['{""property"": ""peculiar""}']","['{""property"": ""quirky""}']",{'property': 'absurdity'},absurdity,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666667,{'property': 'peculiar'},peculiar,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'quirky'},quirky,0.7777777777777778,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222
"I will love hearing your flesh sizzle like a hog on a bonfire, you worthless spawn of elephant feces. ",a hog on a bonfire,hog,bonfire,suffering,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(2, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""festive""}']","['{""property"": ""chaotic""}']","['{""property"": ""ceremonial""}']",{'property': 'festive'},festive,0.5555555555555556,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'chaotic'},chaotic,0.8888888888888888,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'ceremonial'},ceremonial,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0
"Secondly, even if we grant for the sake of the argument that instinctive intelligence and an innate moral quality would prevent wrongdoing, it is obvious that individuals so characterized are as rare as the philosophers stone.",the philosophers stone,stone,philosopher,mythical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""immortality""}']","['{""property"": ""immortality""}']","['{""property"": ""immortality""}']",{'property': 'immortality'},immortality,1.0,0.0,0.0,0.0,1.0,{'property': 'immortality'},immortality,1.0,0.0,0.0,0.0,1.0,{'property': 'immortality'},immortality,1.0,0.0,0.0,0.0,1.0
"Ben saw the head drop and roll , the body tumble forward like a sack of grain , the arms fall limp .",a sack of grain,sack,grain,bulky,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""abundance""}']","['{""property"": ""abundance""}']","['{""property"": ""abundance""}']",{'property': 'abundance'},abundance,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.0,{'property': 'abundance'},abundance,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,{'property': 'abundance'},abundance,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical.",a ship in the bottle,ship,bottle,impractical,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(1, 2, 1)","(2, 2, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,0.2222222222222222,"['{""property"": ""whimsical""}']","['{""property"": ""captivating""}']","['{""property"": ""captivating""}']",{'property': 'whimsical'},whimsical,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,0.6666666666666667,{'property': 'captivating'},captivating,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'captivating'},captivating,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227
"Half veiled in mist, seen dimly like the moon through a cloud, Dido stands before him there and thus, for the first time, he is made certain of her death.",the moon through a cloud,moon,cloud,obscure,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 5, 5)",0.111111111111111,0.6666666666666666,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""mysterious""}']","['{""property"": ""mysterious""}']","['{""property"": ""ethereal""}']",{'property': 'mysterious'},mysterious,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'mysterious'},mysterious,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.0,{'property': 'ethereal'},ethereal,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
Squids are as real as talking sponges.,talking sponges,sponge,talk,not real,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""comical""}']","['{""property"": ""entertaining""}']","['{""property"": ""entertaining""}']",{'property': 'comical'},comical,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'entertaining'},entertaining,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'entertaining'},entertaining,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445
"But, as you may imagine, I was not as happy as a bear with honey.",a bear with honey,bear,honey,happy,emergent,"(emergent, component, emergent)","(4, 5, 5)","(3, 2, 3)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""content""}']","['{""property"": ""contentment""}']","['{""property"": ""contentment""}']",{'property': 'content'},content,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'contentment'},contentment,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'contentment'},contentment,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
It springs directly from the heart and it moves straight onward like a shaft of light.,a shaft of light,shaft,light,direct,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(4, 2, 4)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.3333333333333333,False,0.5555555555555556,"['{""property"": ""guidance""}']","['{""property"": ""mystical""}']","['{""property"": ""ethereal""}']",{'property': 'guidance'},guidance,0.5555555555555556,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'mystical'},mystical,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.22222222222222227,{'property': 'ethereal'},ethereal,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,weak,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 1)","(1, 5, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""property"": ""vulnerable""}']","['{""property"": ""vulnerable""}']","['{""property"": ""vulnerable""}']",{'property': 'vulnerable'},vulnerable,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,{'property': 'vulnerable'},vulnerable,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'vulnerable'},vulnerable,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556
"When wind rushed over her tracks they were blown away like sand over empires, erased forever. ",sand over empires,sand,empire,erased,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 3, 2)","(3, 4, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""forgotten""}']","['{""property"": ""transience""}']","['{""property"": ""forgotten""}']",{'property': 'forgotten'},forgotten,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'transience'},transience,1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444444,{'property': 'forgotten'},forgotten,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
"come along , grasp my hand properly amelia , you are as limp as a gasping fish .",a gasping fish,fish,gasp,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(4, 4, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,True,0.3333333333333333,"['{""property"": ""vulnerability""}']","['{""property"": ""desperation""}']","['{""property"": ""distress""}']",{'property': 'vulnerability'},vulnerability,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'desperation'},desperation,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.5555555555555556,0.33333333333333326,{'property': 'distress'},distress,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105
But... you are as graceful as a three legged duck.',a three legged duck,duck,legged,lacking gracefulness,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 3, 2)","(2, 1, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""unique""}']","['{""property"": ""unique""}']","['{""property"": ""unbalanced""}']",{'property': 'unique'},unique,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unique'},unique,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'unbalanced'},unbalanced,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556
The pilot got it under control but it seemed that they were being tossed around like popcorn in a popper.,popcorn in a popper,popcorn,popper,tossed around,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 4, 4)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""anticipation""}']","['{""property"": ""anticipation""}']","['{""property"": ""anticipation""}']",{'property': 'anticipation'},anticipation,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'anticipation'},anticipation,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'anticipation'},anticipation,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
That's about as realistic as a fish on a bicycle.,a fish on a bicycle,fish,bicycle,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""property"": ""absurdity""}']","['{""property"": ""absurdity""}']","['{""property"": ""absurd""}']",{'property': 'absurdity'},absurdity,1.0,0.0,0.0,0.0,1.0,{'property': 'absurdity'},absurdity,1.0,0.0,0.0,0.0,1.0,{'property': 'absurd'},absurd,1.0,0.0,0.0,0.0,1.0
Is that sort of like a moo point?,a moo point,point,moo,irrelevant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(1, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""irrelevant""}']","['{""property"": ""irrelevant""}']","['{""property"": ""irrelevant""}']",{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'irrelevant'},irrelevant,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
Her eyes bright like a dying sun.,a dying sun,sun,die,dimming,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(5, 5, 5)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"['{""property"": ""ominous""}']","['{""property"": ""eternal stillness""}']","['{""property"": ""ominous""}']",{'property': 'ominous'},ominous,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'eternal stillness'},eternal stillness,0.0,0.0,1.0,1.0,0.0,{'property': 'ominous'},ominous,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0
More like a robbing crew.,a robbing crew,crew,rob,threaten,emergent,"(component, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,True,0.3333333333333333,"['{""property"": ""organized crime""}']","['{""property"": ""criminal enterprise""}']","['{""property"": ""infamous""}']",{'property': 'organized crime'},organized crime,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'criminal enterprise'},criminal enterprise,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'infamous'},infamous,0.7777777777777778,0.2222222222222222,0.0,0.2222222222222222,0.5555555555555556
"Why, that there tower was as empty as a blown eggshell when we drove in the door, and climbed to the top and the smugglers will be ahugging theirselves that alls clear, and thinking they can go on with their work without any danger of a visit from the preventives.",a blown eggshell,eggshell,blow,empty,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 4)","(2, 4, 3)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""fragility""}']","['{""property"": ""fragility""}']","['{""property"": ""fragility""}']",{'property': 'fragility'},fragility,1.0,1.0,0.3333333333333333,1.0,0.0,{'property': 'fragility'},fragility,1.0,1.0,0.3333333333333333,1.0,0.0,{'property': 'fragility'},fragility,1.0,1.0,0.3333333333333333,1.0,0.0
Christian values is about as meaningful as the flavor of water.,the flavor of water,flavor,water,lacking in significance,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(4, 1, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""intangible""}']","['{""property"": ""neutrality""}']","['{""property"": ""neutral""}']",{'property': 'intangible'},intangible,1.0,1.0,0.0,1.0,0.0,{'property': 'neutrality'},neutrality,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'neutral'},neutral,1.0,0.3333333333333333,1.0,1.0,0.0
Their dialogue has many exclamation points when they talk quietly or nicely like the dialogue in Peanuts.,the dialogue in Peanuts,dialogue,peanut,informal,emergent,"(emergent, emergent, component)","(4, 5, 5)","(3, 4, 4)","(1, 1, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""philosophical""}']","['{""property"": ""whimsical""}']","['{""property"": ""whimsical insight""}']",{'property': 'philosophical'},philosophical,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.22222222222222227,{'property': 'whimsical'},whimsical,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'whimsical insight'},whimsical insight,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445
,five bucks an hour,buck,hour,low value,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""property"": ""underpayment""}']","['{""property"": ""underpayment""}']","['{""property"": ""underpayment""}']",{'property': 'underpayment'},underpayment,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'underpayment'},underpayment,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888,{'property': 'underpayment'},underpayment,0.8888888888888888,0.0,0.0,0.0,0.8888888888888888
Mr. Cinch's life was as regular as the movements of the stars.,the movements of the stars,movement,star,regular,emergent,"(emergent, component, emergent)","(5, 5, 5)","(4, 4, 4)","(3, 3, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""celestial navigation""}']","['{""property"": ""celestial guidance""}']","['{""property"": ""mysterious""}']",{'property': 'celestial navigation'},celestial navigation,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'celestial guidance'},celestial guidance,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.0,{'property': 'mysterious'},mysterious,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"He was wearing black overalls, boots and and a white and black stripped shirt underneath like a prisoner from a cartoon. ",a prisoner from a cartoon,prisoner,cartoon,white striped shirt,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(2, 3, 3)","(3, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""whimsical""}']","['{""property"": ""whimsical""}']","['{""property"": ""whimsical""}']",{'property': 'whimsical'},whimsical,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0,{'property': 'whimsical'},whimsical,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0,{'property': 'whimsical'},whimsical,0.7777777777777778,0.0,0.7777777777777778,0.7777777777777778,0.0
"though i was pleased that hed finally shut up , right now , the clever security guard was as about as useful as a paper condom .",a paper condom,condom,paper,inadequate,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 2)","(4, 1, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""ironic""}']","['{""property"": ""ironic""}']","['{""property"": ""ironic""}']",{'property': 'ironic'},ironic,1.0,0.0,0.0,0.0,1.0,{'property': 'ironic'},ironic,1.0,0.0,0.0,0.0,1.0,{'property': 'ironic'},ironic,1.0,0.0,0.0,0.0,1.0
"Mr. Gloucester also perceived the man and his revolver, and Mr. Ilam came out of the safe rather like a jack out of a box.",a jack out of a box,jack,box,sudden,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 2)","(1, 1, 2)",0.7777777777777777,0.8888888888888888,0.1111111111111111,0.0,False,0.1111111111111111,"['{""property"": ""surprising""}']","['{""property"": ""surprising""}']","['{""property"": ""surprising""}']",{'property': 'surprising'},surprising,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'surprising'},surprising,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445,{'property': 'surprising'},surprising,0.7777777777777778,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.4444444444444445
I could pretty well recall exactly how baby shark sounds and nothing erases your mind quite like an ear worm.,an ear worm,worm,ear,catchy,emergent,"(emergent, emergent, component)","(5, 5, 5)","(1, 1, 3)","(1, 2, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""property"": ""catchy""}']","['{""property"": ""catchy""}']","['{""property"": ""catchy""}']",{'property': 'catchy'},catchy,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'catchy'},catchy,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,{'property': 'catchy'},catchy,1.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667
"Pluck's a very good thing, but pluck without brains is as useless as an engine without coal.",an engine without coal,engine,coal,powerless,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(3, 4, 4)",0.7777777777777778,1.0,0.0,0.2222222222222222,True,0.2222222222222222,"['{""property"": ""inoperative""}']","['{""property"": ""ineffectiveness""}']","['{""property"": ""inoperative""}']",{'property': 'inoperative'},inoperative,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,{'property': 'ineffectiveness'},ineffectiveness,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.7777777777777777,{'property': 'inoperative'},inoperative,1.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.6666666666666667
,a peck in the eye,peck,eye,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""irritating""}']","['{""property"": ""irritating""}']","['{""property"": ""painful""}']",{'property': 'irritating'},irritating,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'irritating'},irritating,0.7777777777777778,0.5555555555555556,0.1111111111111111,0.5555555555555556,0.2222222222222222,{'property': 'painful'},painful,0.8888888888888888,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556
"Business is exact and dangerous and powerful like a colossal dynamo it is the extreme of everything men used to pray for,and it is not what they did not pray for.",a colossal dynamo,dynamo,colossal,dangerous,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 3, 3)","(4, 2, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""overwhelming""}']","['{""property"": ""overwhelming energy""}']","['{""property"": ""awe-inspiring""}']",{'property': 'overwhelming'},overwhelming,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,{'property': 'overwhelming energy'},overwhelming energy,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.11111111111111105,{'property': 'awe-inspiring'},awe-inspiring,0.7777777777777778,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0
"at this moment , the thought of resisting this pull toward her enticing lips was as silly as defying gravity . ",defying gravity,gravity,defy,hard,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 3)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""property"": ""awe-inspiring""}']","['{""property"": ""awe-inspiring""}']","['{""property"": ""awe-inspiring""}']",{'property': 'awe-inspiring'},awe-inspiring,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'awe-inspiring'},awe-inspiring,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222,{'property': 'awe-inspiring'},awe-inspiring,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.2222222222222222
,a speeding driver,driver,speed,reckless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""property"": ""reckless""}']","['{""property"": ""recklessness""}']","['{""property"": ""recklessness""}']",{'property': 'reckless'},reckless,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'recklessness'},recklessness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'recklessness'},recklessness,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
This is as hot as a cat in a pan.,a cat in a pan,cat,pan,suffering,emergent,"(emergent, emergent, emergent)","(5, 3, 5)","(1, 3, 2)","(1, 2, 2)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"['{""property"": ""curiosity""}']","['{""property"": ""chaotic""}']","['{""property"": ""unpredictable""}']",{'property': 'curiosity'},curiosity,0.3333333333333333,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'chaotic'},chaotic,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.11111111111111116,{'property': 'unpredictable'},unpredictable,0.3333333333333333,0.7777777777777778,0.0,0.7777777777777778,0.0
