sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,Meta-Llama-3.1-70B-Instruct_multi_0_generated_,Meta-Llama-3.1-70B-Instruct_multi_1_generated_,Meta-Llama-3.1-70B-Instruct_multi_2_generated_
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"['{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}']","['{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burnt book"", ""modifier"": ""burnt""}', '{""combination"": ""burnt book"", ""modifier"": ""burnt""}']","['{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}', '{""combination"": ""burnt book"", ""modifier"": ""burnt""}', '{""combination"": ""burnt book"", ""modifier"": ""burnt""}', '{""combination"": ""burned book"", ""modifier"": ""burned""}']"
"With a thought, my mind went into the offensive and despite his greater speed, strength and durability, Jack became frozen like a mosquito in ember. ",a mosquito in ember,mosquito,ember,immobilized,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""dead mosquito"", ""modifier"": ""dead""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""dead mosquito"", ""modifier"": ""dead""}']","['{""combination"": ""dead mosquito"", ""modifier"": ""dead""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""dead mosquito"", ""modifier"": ""dead""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}']","['{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""dead mosquito"", ""modifier"": ""dead""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""frozen mosquito"", ""modifier"": ""frozen""}', '{""combination"": ""dead mosquito"", ""modifier"": ""dead""}']"
Such an instance among men is almost as rare as a white blackbird.,a white blackbird,blackbird,white,albino,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""leucistic blackbird"", ""modifier"": ""leucistic""}', '{""combination"": ""white blackbird"", ""modifier"": ""white""}']","['{""combination"": ""white blackbird"", ""modifier"": ""white""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""leucistic blackbird"", ""modifier"": ""leucistic""}']","['{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""white blackbird"", ""modifier"": ""white""}', '{""combination"": ""white blackbird"", ""modifier"": ""white""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}', '{""combination"": ""albino blackbird"", ""modifier"": ""albino""}']"
theyre almost like flying buses .,flying buses,bus,fly,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(3, 1, 2)","(3, 1, 3)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""luxury bus"", ""modifier"": ""luxury""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}']","['{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""antique bus"", ""modifier"": ""antique""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""luxury bus"", ""modifier"": ""luxury""}']","['{""combination"": ""decorative bus"", ""modifier"": ""decorative""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""space bus"", ""modifier"": ""space""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}', '{""combination"": ""giant bus"", ""modifier"": ""giant""}']"
,a scope on a knife,scope,knife,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(2, 3, 4)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""giant scope"", ""modifier"": ""giant""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""microscope""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""portable microscope""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""microscope""}', '{""combination"": ""portable telescope scope"", ""modifier"": ""telescope""}']","['{""combination"": ""oversized scope"", ""modifier"": ""oversized""}', '{""combination"": ""portable underwater scope"", ""modifier"": ""portable underwater""}', '{""combination"": ""portable scope"", ""modifier"": ""portable""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""portable microscope""}', '{""combination"": ""portable underwater scope"", ""modifier"": ""portable underwater""}']","['{""combination"": ""oversized scope"", ""modifier"": ""oversized""}', '{""combination"": ""portable telescope scope"", ""modifier"": ""portable telescope""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""microscope""}', '{""combination"": ""portable microscope with a 10-foot scope"", is incorrect, a new answer is provided below}\n\n{""combination"": ""oversized scope"", ""modifier"": ""oversized""}', '{""combination"": ""portable microscope scope"", ""modifier"": ""portable microscope""}']"
"Oh, no, my life is very real it is as real as light to darkness, it is absolute prose.'",light to darkness,light,darkness,opposite extremes,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(5, 4, 5)","(5, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""pulsating light"", ""modifier"": ""pulsating""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""pulsating light"", ""modifier"": ""pulsating""}']","['{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}']","['{""combination"": ""strobe light"", ""modifier"": ""strobe""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""blinding light"", ""modifier"": ""blinding""}', '{""combination"": ""strobe light"", ""modifier"": ""strobe""}', '{""combination"": ""pulsating light"", ""modifier"": ""pulsating""}']"
This is just like a finger shooting game me and my friend had!,a finger shooting,shooting,finger,playful,emergent,"(emergent, emergent, emergent)","(4, 4, 4)","(1, 3, 2)","(1, 3, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""playful shooting"", is not a correct answer as it directly uses emergent property}\n{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}']","['{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}']","['{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""water shooting"", ""modifier"": ""water""}', '{""combination"": ""playful shooting"", ""modifier"": ""playful""}']"
"The staff is about as knowledgeable as an anchor out of water, and appear about as hygienic as tubgirl don't look that up. ",an anchor out of water,anchor,water,useless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 2)","(4, 3, 2)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']","['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']","['{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}', '{""combination"": ""rusted anchor"", ""modifier"": ""rusted""}']"
"She was listless, as directionless as a ship without a rudder. ",a ship without a rudder,ship,rudder,lack of control,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 5, 2)","(5, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""adrift ship"", ""modifier"": ""adrift""}', '{""combination"": ""autonomous ship"", ""modifier"": ""autonomous""}']","['{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""autonomous ship"", ""modifier"": ""autonomous""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}']","['{""combination"": ""runaway ship"", ""modifier"": ""runaway""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}', '{""combination"": ""drunk ship captain\'s ship"", ""modifier"": ""drunk ship captain\'s""}', '{""combination"": ""runaway ship"", ""modifier"": ""runaway""}', '{""combination"": ""drunken ship"", ""modifier"": ""drunken""}']"
Contorting and perverting a mind to pair it with another crashed the two together like a boat on the rocks.,a boat on the rocks,boat,rock,stranded,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""aground boat"", ""modifier"": ""aground""}', '{""combination"": ""deserted boat"", ""modifier"": ""deserted""}', '{""combination"": ""deserted boat"", ""modifier"": ""deserted""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}']","['{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}']","['{""combination"": ""aground boat"", ""modifier"": ""aground""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""grounded boat"", ""modifier"": ""grounded""}', '{""combination"": ""beached boat"", ""modifier"": ""beached""}', '{""combination"": ""deserted boat"", ""modifier"": ""deserted""}']"
"his vision was foggy like breath on a mirror , causing the flight information on the digital departure board to appear illegible . ",breath on a mirror,breath,mirror,foggy,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 4, 3)","(1, 3, 2)",0.6666666666666667,1.0,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""winter breath"", ""modifier"": ""winter""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}']","['{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}', '{""combination"": ""cold breath"", ""modifier"": ""cold""}']"
Also paranoid people like me will think What if its just frosted on my side and they can look right in like a oneway mirror?!?!?,a oneway mirror,mirror,oneway,deceptive,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 2, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""funhouse mirror"", ""modifier"": ""funhouse""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}', '{""combination"": ""magical mirror"", ""modifier"": ""magical""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}']","['{""combination"": ""magic mirror"", ""modifier"": ""magic""}', '{""combination"": ""funhouse mirror"", ""modifier"": ""funhouse""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}', '{""combination"": ""magic mirror"", ""modifier"": ""magic""}']","['{""combination"": ""magic mirror"", ""modifier"": ""magic""}', '{""combination"": ""two-way mirror"", ""modifier"": ""two-way""}', '{""combination"": ""magical mirror"", ""modifier"": ""magical""}', '{""combination"": ""magic mirror"", ""modifier"": ""magic""}', '{""combination"": ""funhouse mirror"", ""modifier"": ""funhouse""}']"
