sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,o1-mini-2024-09-12_naive_0_generated_,o1-mini-2024-09-12_naive_1_generated_,o1-mini-2024-09-12_naive_2_generated_,o1-mini-2024-09-12_naive_0_generated,o1-mini-2024-09-12_naive_0_combination,o1-mini-2024-09-12_naive_0_modifier,o1-mini-2024-09-12_naive_0_combination_relevance,o1-mini-2024-09-12_naive_0_modifier_relevance,o1-mini-2024-09-12_naive_0_indiv_max,o1-mini-2024-09-12_naive_0_emergence,o1-mini-2024-09-12_naive_1_generated,o1-mini-2024-09-12_naive_1_combination,o1-mini-2024-09-12_naive_1_modifier,o1-mini-2024-09-12_naive_1_combination_relevance,o1-mini-2024-09-12_naive_1_modifier_relevance,o1-mini-2024-09-12_naive_1_indiv_max,o1-mini-2024-09-12_naive_1_emergence,o1-mini-2024-09-12_naive_2_generated,o1-mini-2024-09-12_naive_2_combination,o1-mini-2024-09-12_naive_2_modifier,o1-mini-2024-09-12_naive_2_combination_relevance,o1-mini-2024-09-12_naive_2_modifier_relevance,o1-mini-2024-09-12_naive_2_indiv_max,o1-mini-2024-09-12_naive_2_emergence
I didn't have sex for the first time until I was 19 are about as helpful as a brick to the face.,a brick to the face,brick,face,harmful,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 3)","(3, 1, 3)",0.8888888888888888,1.0,0.1111111111111111,0.0,False,0.1111111111111111,"['{""combination"": ""heavy brick"", ""modifier"": ""heavy""}']","['{""combination"": ""thrown brick"", ""modifier"": ""thrown""}']","['{""combination"": ""hot brick"", ""modifier"": ""hot""}']","{'combination': 'heavy brick', 'modifier': 'heavy'}",heavy brick,heavy,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'thrown brick', 'modifier': 'thrown'}",thrown brick,throw,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'hot brick', 'modifier': 'hot'}",hot brick,hot,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
,a scooter with an oven,scooter,oven,impractical,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(3, 5, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333,"['{""combination"": ""heavy scooter"", ""modifier"": ""heavy""}']","['{""combination"": ""heavy scooter"", ""modifier"": ""heavy""}']","['{""combination"": ""heavy scooter"", ""modifier"": ""heavy""}']","{'combination': 'heavy scooter', 'modifier': 'heavy'}",heavy scooter,heavy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'heavy scooter', 'modifier': 'heavy'}",heavy scooter,heavy,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'heavy scooter', 'modifier': 'heavy'}",heavy scooter,heavy,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
,the jar of hands,jar,hand,creepy,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 2)","(2, 4, 3)",0.6666666666666666,0.8888888888888888,0.0,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""dark jar"", ""modifier"": ""dark""}']","['{""combination"": ""empty jar"", ""modifier"": ""empty""}']","['{""combination"": ""dark jar"", ""modifier"": ""dark""}']","{'combination': 'dark jar', 'modifier': 'dark'}",dark jar,dark,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'empty jar', 'modifier': 'empty'}",empty jar,empty,0.0,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'dark jar', 'modifier': 'dark'}",dark jar,dark,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0
"stopping was about as appealing as a bat to the kneecaps , but i did it . ",a bat to the kneecaps,bat,kneecap,unpleasant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 1, 2)","(4, 1, 2)",0.6666666666666667,1.0,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""giant bat"", ""modifier"": ""giant""}']","['{""combination"": ""old bat"", ""modifier"": ""old""}']","['{""combination"": ""old bat"", ""modifier"": ""old""}']","{'combination': 'giant bat', 'modifier': 'giant'}",giant bat,giant,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111,"{'combination': 'old bat', 'modifier': 'old'}",old bat,old,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'old bat', 'modifier': 'old'}",old bat,old,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
She looks exactly like grumpy cat!,grumpy cat,cat,grumpy,famous,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333,"['{""combination"": ""unique cat"", ""modifier"": ""unique""}']","['{""combination"": ""internet cat"", ""modifier"": ""internet""}']","['{""combination"": ""Cheshire cat"", ""modifier"": ""Cheshire""}']","{'combination': 'unique cat', 'modifier': 'unique'}",unique cat,unique,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'internet cat', 'modifier': 'internet'}",internet cat,internet,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'cheshire cat', 'modifier': 'cheshire'}",cheshire cat,cheshire,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"You are, for me and my company, about as necessary as a fifth leg is to a dog.",a fifth leg,leg,fifth,unnecessary,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 1)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""additional leg"", ""modifier"": ""additional""}']","['{""combination"": ""vestigial leg"", ""modifier"": ""vestigial""}']","['{""combination"": ""extra leg"", ""modifier"": ""extra""}']","{'combination': 'additional leg', 'modifier': 'additional'}",additional leg,additional,1.0,0.5555555555555556,0.5555555555555556,0.4444444444444444,"{'combination': 'vestigial leg', 'modifier': 'vestigial'}",vestigial leg,vestigial,1.0,1.0,1.0,0.0,"{'combination': 'extra leg', 'modifier': 'extra'}",extra leg,extra,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0
"Thrue for ye, says Jack, Im bint double like a cod in a pot, wid my heels in my mouth amost.  ",a cod in a pot,cod,pot,constricted,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(2, 2, 2)","(4, 3, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""frozen cod"", ""modifier"": ""frozen""}']","['{""combination"": ""entangled cod"", ""modifier"": ""entangled""}']","['{""combination"": ""frozen cod"", ""modifier"": ""frozen""}']","{'combination': 'frozen cod', 'modifier': 'frozen'}",frozen cod,frozen,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'entangled cod', 'modifier': 'entangled'}",entangled cod,entangle,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'frozen cod', 'modifier': 'frozen'}",frozen cod,frozen,0.0,0.5555555555555556,0.5555555555555556,0.0
A suit on that guy looks as fitting as socks on a rooster.,socks on a rooster,sock,rooster,impractical,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 3, 2)","(1, 2, 1)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""oversized sock"", ""modifier"": ""oversized""}']","['{""combination"": ""button sock"", ""modifier"": ""button""}']","['{""combination"": ""paper sock"", ""modifier"": ""paper""}']","{'combination': 'oversized sock', 'modifier': 'oversized'}",oversized sock,oversize,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'button sock', 'modifier': 'button'}",button sock,button,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.6666666666666667,"{'combination': 'paper sock', 'modifier': 'paper'}",paper sock,paper,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
"I will love hearing your flesh sizzle like a hog on a bonfire, you worthless spawn of elephant feces. ",a hog on a bonfire,hog,bonfire,suffering,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(2, 1, 4)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""neglected hog"", ""modifier"": ""neglected""}']","['{""combination"": ""confined hog"", ""modifier"": ""confined""}']","['{""combination"": ""old hog"", ""modifier"": ""old""}']","{'combination': 'neglected hog', 'modifier': 'neglected'}",neglected hog,neglect,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'confined hog', 'modifier': 'confined'}",confined hog,confine,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'old hog', 'modifier': 'old'}",old hog,old,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.1111111111111111
"The second one would have to be built kind of like a ship in the bottle to make it fit inside, which is not entirely practical.",a ship in the bottle,ship,bottle,impractical,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(1, 2, 1)","(2, 2, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.1111111111111111,False,0.2222222222222222,"['{""combination"": ""paper ship"", ""modifier"": ""paper""}']","['{""combination"": ""paper ship"", ""modifier"": ""paper""}']","['{""combination"": ""paper ship"", ""modifier"": ""paper""}']","{'combination': 'paper ship', 'modifier': 'paper'}",paper ship,paper,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'paper ship', 'modifier': 'paper'}",paper ship,paper,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'paper ship', 'modifier': 'paper'}",paper ship,paper,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666
Squids are as real as talking sponges.,talking sponges,sponge,talk,not real,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 1)","(1, 3, 2)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""magical sponge"", ""modifier"": ""magical""}']","['{""combination"": ""thought sponge"", ""modifier"": ""thought""}']","['{""combination"": ""hero sponge"", ""modifier"": ""hero""}']","{'combination': 'magical sponge', 'modifier': 'magical'}",magical sponge,magical,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'thought sponge', 'modifier': 'thought'}",thought sponge,think,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,"{'combination': 'hero sponge', 'modifier': 'hero'}",hero sponge,hero,1.0,0.2222222222222222,0.2222222222222222,0.7777777777777778
Street lights are droopin like popeye without spinach,popeye without spinach,popeye,spinach,weak,emergent,"(emergent, component, emergent)","(5, 5, 5)","(2, 4, 1)","(1, 5, 1)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"['{""combination"": ""paper popeye"", ""modifier"": ""paper""}']","['{""combination"": ""baby popeye"", ""modifier"": ""baby""}']","['{""combination"": ""spinach-less popeye"", ""modifier"": ""spinach-less""}']","{'combination': 'paper popeye', 'modifier': 'paper'}",paper popeye,paper,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'baby popeye', 'modifier': 'baby'}",baby popeye,baby,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'spinach-less popeye', 'modifier': 'spinach-less'}",spinach-less popeye,spinach,0.8888888888888888,0.0,0.0,0.8888888888888888
"When wind rushed over her tracks they were blown away like sand over empires, erased forever. ",sand over empires,sand,empire,erased,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(2, 3, 2)","(3, 4, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""shifting sand"", ""modifier"": ""shifting""}']","['{""combination"": ""blown sand"", ""modifier"": ""blown""}']","['{""combination"": ""swept sand"", ""modifier"": ""swept""}']","{'combination': 'shifting sand', 'modifier': 'shifting'}",shifting sand,shift,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.0,"{'combination': 'blown sand', 'modifier': 'blown'}",blown sand,blow,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'swept sand', 'modifier': 'swept'}",swept sand,sweep,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
,day from night,day,night,opposite,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 4, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""opposite day"", ""modifier"": ""opposite""}']","['{""combination"": ""anti day"", ""modifier"": ""anti""}']","['{""combination"": ""night day"", ""modifier"": ""night""}']","{'combination': 'opposite day', 'modifier': 'opposite'}",opposite day,opposite,1.0,1.0,1.0,0.0,"{'combination': 'anti day', 'modifier': 'anti'}",anti day,anti,1.0,1.0,1.0,0.0,"{'combination': 'night day', 'modifier': 'night'}",night day,night,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667
It's really like a submarine in space.,a submarine in space,submarine,space,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 2, 4)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""flying submarine"", ""modifier"": ""flying""}']","['{""combination"": ""flying submarine"", ""modifier"": ""flying""}']","['{""combination"": ""flying submarine"", ""modifier"": ""flying""}']","{'combination': 'flying submarine', 'modifier': 'flying'}",flying submarine,fly,0.8888888888888888,0.2222222222222222,0.2222222222222222,0.6666666666666666,"{'combination': 'flying submarine', 'modifier': 'flying'}",flying submarine,fly,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'flying submarine', 'modifier': 'flying'}",flying submarine,fly,1.0,0.1111111111111111,0.1111111111111111,0.8888888888888888
He spoke Boriss name like its syllables were as bitter as a dissolving pill.,a dissolving pill,pill,dissolve,fast-acting,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(4, 4, 5)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""instant pill"", ""modifier"": ""instant""}']","['{""combination"": ""soluble pill"", ""modifier"": ""soluble""}']","['{""combination"": ""sublingual pill"", ""modifier"": ""sublingual""}']","{'combination': 'instant pill', 'modifier': 'instant'}",instant pill,instant,0.8888888888888888,1.0,1.0,0.0,"{'combination': 'soluble pill', 'modifier': 'soluble'}",soluble pill,soluble,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'sublingual pill', 'modifier': 'sublingual'}",sublingual pill,sublingual,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
The pilot got it under control but it seemed that they were being tossed around like popcorn in a popper.,popcorn in a popper,popcorn,popper,tossed around,emergent,"(component, emergent, emergent)","(4, 5, 5)","(3, 4, 4)","(3, 4, 3)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""light popcorn"", ""modifier"": ""light""}']","['{""combination"": ""loose popcorn"", ""modifier"": ""loose""}']","['{""combination"": ""bagged popcorn"", ""modifier"": ""bagged""}']","{'combination': 'light popcorn', 'modifier': 'light'}",light popcorn,light,0.2222222222222222,0.0,0.3333333333333333,0.0,"{'combination': 'loose popcorn', 'modifier': 'loose'}",loose popcorn,loose,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'bagged popcorn', 'modifier': 'bagged'}",bagged popcorn,bag,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0
"He clears his throat, the obvious pain of it still deep like a knife in the back. ",a knife in the back,knife,back,betrayal,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 2)","(2, 3, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""hidden knife"", ""modifier"": ""hidden""}']","['{""combination"": ""black knife"", ""modifier"": ""black""}']","['{""combination"": ""hidden knife"", ""modifier"": ""hidden""}']","{'combination': 'hidden knife', 'modifier': 'hidden'}",hidden knife,hide,0.6666666666666666,0.0,0.2222222222222222,0.4444444444444444,"{'combination': 'black knife', 'modifier': 'black'}",black knife,black,0.1111111111111111,0.0,0.2222222222222222,0.0,"{'combination': 'hidden knife', 'modifier': 'hidden'}",hidden knife,hide,0.7777777777777778,0.0,0.2222222222222222,0.5555555555555556
That's about as realistic as a fish on a bicycle.,a fish on a bicycle,fish,bicycle,improbable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 1, 3)","(1, 1, 3)",1.0,1.0,0.0,0.0,False,0.0,"['{""combination"": ""invisible fish"", ""modifier"": ""invisible""}']","['{""combination"": ""talking fish"", ""modifier"": ""talking""}']","['{""combination"": ""alien fish"", ""modifier"": ""alien""}']","{'combination': 'invisible fish', 'modifier': 'invisible'}",invisible fish,invisible,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'talking fish', 'modifier': 'talking'}",talking fish,talk,0.8888888888888888,0.1111111111111111,0.1111111111111111,0.7777777777777777,"{'combination': 'alien fish', 'modifier': 'alien'}",alien fish,alien,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105
Is that sort of like a moo point?,a moo point,point,moo,irrelevant,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 1)","(1, 1, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"['{""combination"": ""minor point"", ""modifier"": ""minor""}']","['{""combination"": ""random point"", ""modifier"": ""random""}']","['{""combination"": ""peripheral point"", ""modifier"": ""peripheral""}']","{'combination': 'minor point', 'modifier': 'minor'}",minor point,minor,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'random point', 'modifier': 'random'}",random point,random,1.0,1.0,1.0,0.0,"{'combination': 'peripheral point', 'modifier': 'peripheral'}",peripheral point,peripheral,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0
,the elephant in the room,elephant,room,ignored,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 2)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""common elephant"", ""modifier"": ""common""}']","['{""combination"": ""silent elephant"", ""modifier"": ""silent""}']","['{""combination"": ""baby elephant"", ""modifier"": ""baby""}']","{'combination': 'common elephant', 'modifier': 'common'}",common elephant,common,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'silent elephant', 'modifier': 'silent'}",silent elephant,silent,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'baby elephant', 'modifier': 'baby'}",baby elephant,baby,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0
"Much like the great question, Who would win in a fight between The Incredible Hulk and the Juggernaut, the answer is of course, it depends who is writing it.",the great question,question,great,philosophical,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(4, 4, 3)","(3, 2, 2)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""deep question"", ""modifier"": ""deep""}']","['{""combination"": ""deep question"", ""modifier"": ""deep""}']","['{""combination"": ""deep question"", ""modifier"": ""deep""}']","{'combination': 'deep question', 'modifier': 'deep'}",deep question,deep,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'deep question', 'modifier': 'deep'}",deep question,deep,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.11111111111111105,"{'combination': 'deep question', 'modifier': 'deep'}",deep question,deep,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116
Christian values is about as meaningful as the flavor of water.,the flavor of water,flavor,water,lacking in significance,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 1)","(4, 1, 1)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""bland flavor"", ""modifier"": ""bland""}']","['{""combination"": ""subtle flavor"", ""modifier"": ""subtle""}']","['{""combination"": ""dull flavor"", ""modifier"": ""dull""}']","{'combination': 'bland flavor', 'modifier': 'bland'}",bland flavor,bland,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,"{'combination': 'subtle flavor', 'modifier': 'subtle'}",subtle flavor,subtle,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337,"{'combination': 'dull flavor', 'modifier': 'dull'}",dull flavor,dull,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.0
"there , as obvious as a two headed calf , was a large caliber hand gun .",a two headed calf,calf,head,uncommon,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(1, 2, 1)",0.7777777777777778,1.0,0.2222222222222222,0.0,False,0.2222222222222222,"['{""combination"": ""golden calf"", ""modifier"": ""golden""}']","['{""combination"": ""white calf"", ""modifier"": ""white""}']","['{""combination"": ""giant calf"", ""modifier"": ""giant""}']","{'combination': 'golden calf', 'modifier': 'golden'}",golden calf,golden,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'white calf', 'modifier': 'white'}",white calf,white,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'giant calf', 'modifier': 'giant'}",giant calf,giant,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.0
"He was wearing black overalls, boots and and a white and black stripped shirt underneath like a prisoner from a cartoon. ",a prisoner from a cartoon,prisoner,cartoon,white striped shirt,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(2, 3, 3)","(3, 3, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""striped prisoner"", ""modifier"": ""striped""}']","['{""combination"": ""striped prisoner"", ""modifier"": ""striped""}']","['{""combination"": ""archetypal prisoner"", ""modifier"": ""archetypal""}']","{'combination': 'striped prisoner', 'modifier': 'striped'}",striped prisoner,stripe,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.5555555555555556,"{'combination': 'striped prisoner', 'modifier': 'striped'}",striped prisoner,stripe,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'archetypal prisoner', 'modifier': 'archetypal'}",archetypal prisoner,archetypal,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
"Pluck's a very good thing, but pluck without brains is as useless as an engine without coal.",an engine without coal,engine,coal,powerless,emergent,"(emergent, emergent, component)","(5, 5, 5)","(3, 3, 3)","(3, 4, 4)",0.7777777777777778,1.0,0.0,0.2222222222222222,True,0.2222222222222222,"['{""combination"": ""old engine"", ""modifier"": ""old""}']","['{""combination"": ""small engine"", ""modifier"": ""small""}']","['{""combination"": ""small engine"", ""modifier"": ""small""}']","{'combination': 'old engine', 'modifier': 'old'}",old engine,old,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.2222222222222222,"{'combination': 'small engine', 'modifier': 'small'}",small engine,small,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'small engine', 'modifier': 'small'}",small engine,small,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
,a peck in the eye,peck,eye,painful,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(5, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""deep peck"", ""modifier"": ""deep""}']","['{""combination"": ""sharp peck"", ""modifier"": ""sharp""}']","['{""combination"": ""hard peck"", ""modifier"": ""hard""}']","{'combination': 'deep peck', 'modifier': 'deep'}",deep peck,deep,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445,"{'combination': 'sharp peck', 'modifier': 'sharp'}",sharp peck,sharp,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,"{'combination': 'hard peck', 'modifier': 'hard'}",hard peck,hard,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227
OP you are as useless as a paper condom,a paper condom,condom,paper,ineffective,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 5, 2)",0.6666666666666667,1.0,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""loose condom"", ""modifier"": ""loose""}']","['{""combination"": ""thin condom"", ""modifier"": ""thin""}']","['{""combination"": ""small condom"", ""modifier"": ""small""}']","{'combination': 'loose condom', 'modifier': 'loose'}",loose condom,loose,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.33333333333333326,"{'combination': 'thin condom', 'modifier': 'thin'}",thin condom,thin,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,"{'combination': 'small condom', 'modifier': 'small'}",small condom,small,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
"But, even he doesn't have it as bad as the peeing on the snow and making children think it's yellow snow and making them eat it and then laughing fairy.",the peeing on the snow,peeing,snow,prankish,emergent,"(emergent, emergent, emergent)","(4, 4, 3)","(3, 4, 2)","(2, 1, 2)",0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,False,0.2222222222222222,"['{""combination"": ""sneaky peeing"", ""modifier"": ""sneaky""}']","['{""combination"": ""public peeing"", ""modifier"": ""public""}']","['{""combination"": ""surprise peeing"", ""modifier"": ""surprise""}']","{'combination': 'sneaky peeing', 'modifier': 'sneaky'}",sneaky peeing,sneaky,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'public peeing', 'modifier': 'public'}",public peeing,public,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222227,"{'combination': 'surprise peeing', 'modifier': 'surprise'}",surprise peeing,surprise,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
"at this moment , the thought of resisting this pull toward her enticing lips was as silly as defying gravity . ",defying gravity,gravity,defy,hard,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 4)","(4, 3, 3)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556,"['{""combination"": ""strong gravity"", ""modifier"": ""strong""}']","['{""combination"": ""dense gravity"", ""modifier"": ""dense""}']","['{""combination"": ""heavy gravity"", ""modifier"": ""heavy""}']","{'combination': 'strong gravity', 'modifier': 'strong'}",strong gravity,strong,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'dense gravity', 'modifier': 'dense'}",dense gravity,dense,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"{'combination': 'heavy gravity', 'modifier': 'heavy'}",heavy gravity,heavy,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444445
,a speeding driver,driver,speed,reckless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(5, 4, 5)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"['{""combination"": ""young driver"", ""modifier"": ""young""}']","['{""combination"": ""speedy driver"", ""modifier"": ""speedy""}']","['{""combination"": ""young driver"", ""modifier"": ""young""}']","{'combination': 'young driver', 'modifier': 'young'}",young driver,young,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,"{'combination': 'speedy driver', 'modifier': 'speedy'}",speedy driver,speedy,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.11111111111111116,"{'combination': 'young driver', 'modifier': 'young'}",young driver,young,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0
