sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max,C,C_T,qwen2.5:72b_sa-conceptnet_0_generated_,qwen2.5:72b_sa-conceptnet_1_generated_,qwen2.5:72b_sa-conceptnet_2_generated_,qwen2.5:72b_sa-conceptnet_0_generated,qwen2.5:72b_sa-conceptnet_0_property,qwen2.5:72b_sa-conceptnet_0_combination_relevance,qwen2.5:72b_sa-conceptnet_0_root_relevance,qwen2.5:72b_sa-conceptnet_0_modifier_relevance,qwen2.5:72b_sa-conceptnet_0_indiv_max,qwen2.5:72b_sa-conceptnet_0_emergence,qwen2.5:72b_sa-conceptnet_1_generated,qwen2.5:72b_sa-conceptnet_1_property,qwen2.5:72b_sa-conceptnet_1_combination_relevance,qwen2.5:72b_sa-conceptnet_1_root_relevance,qwen2.5:72b_sa-conceptnet_1_modifier_relevance,qwen2.5:72b_sa-conceptnet_1_indiv_max,qwen2.5:72b_sa-conceptnet_1_emergence,qwen2.5:72b_sa-conceptnet_2_generated,qwen2.5:72b_sa-conceptnet_2_property,qwen2.5:72b_sa-conceptnet_2_combination_relevance,qwen2.5:72b_sa-conceptnet_2_root_relevance,qwen2.5:72b_sa-conceptnet_2_modifier_relevance,qwen2.5:72b_sa-conceptnet_2_indiv_max,qwen2.5:72b_sa-conceptnet_2_emergence
She somehow lifted upwards like a witch on a broom somewhere around the column,a witch on a broom,witch,broom,flying,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 4)","(4, 4, 2)",0.1111111111111111,0.7777777777777778,0.6666666666666666,0.0,False,0.6666666666666666,"{0: ['witch', 'broom'], 1: ['broom', 'witch'], 2: ['broom', 'witch'], 3: ['broom', 'witch'], 4: ['broom', 'witch'], 5: ['broom', 'witch']}","['broom', 'witch']","['{""property"": ""flying""}']","['{""property"": ""flying""}']","['{""property"": ""flying""}']",{'property': 'flying'},flying,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'flying'},flying,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'flying'},flying,0.8888888888888888,0.6666666666666666,0.0,0.6666666666666666,0.2222222222222222
And boy isn't that almost like the end of overeating.,the end of overeating,end,overeating,improvement,emergent,"(emergent, emergent, emergent)","(4, 5, 5)","(1, 2, 4)","(1, 4, 3)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0,"{0: ['end', 'overeating'], 1: ['overeating', 'end'], 2: ['boat', 'rock'], 3: ['boat', 'rock'], 4: ['boat', 'rock'], 5: ['boat', 'rock']}","['boat', 'rock']","['{""property"": ""resolution""}']","['{""property"": ""restraint""}']","['{""property"": ""resolution""}']",{'property': 'resolution'},resolution,0.7777777777777778,0.8888888888888888,0.0,0.8888888888888888,0.0,{'property': 'restraint'},restraint,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'resolution'},resolution,0.7777777777777778,0.8888888888888888,0.0,0.8888888888888888,0.0
It is as likely as snow in hell.,snow in hell,snow,hell,unlikely,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 4, 5)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333,"{0: ['snow', 'hell'], 1: ['snow', 'hell'], 2: ['snow', 'hell'], 3: ['snow', 'hell'], 4: ['snow', 'hell'], 5: ['snow', 'hell']}","['snow', 'hell']","['{""property"": ""paradoxical""}']","['{""property"": ""impossible""} \n\nReasoning: The concept of ""snow"" typically refers to frozen water crystals that form and fall from clouds under certain atmospheric conditions. On the other hand, ""hell"" is often associated with a place of extreme heat and suffering, where such conditions for snow cannot exist. When combining ""snow in hell,"" the emergent property that arises is something that defies the natural or expected properties of either component on its own. The idea of ""impossible"" captures this contradiction, as it describes a scenario that cannot occur based on the inherent characteristics of both ""snow"" and ""hell.""']","['{""property"": ""impossible""} \n\nReasoning: The concept of ""snow"" typically refers to cold, frozen water that falls from the sky. On the other hand, ""hell"" is often associated with extreme heat and fire, representing a place of eternal punishment or suffering in many cultural and religious contexts. When these two concepts are combined as ""snow in hell,"" it creates an emergent property of ""impossible."" This is because snow cannot exist in the traditional depiction of hell due to the contradictory nature of their environments. The property ""impossible"" does not belong to either ""snow"" or ""hell"" individually, but emerges when they are considered together.']",{'property': 'paradoxical'},paradoxical,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'impossible'},impossible,1.0,0.0,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'impossible'},impossible,1.0,0.0,0.8888888888888888,0.8888888888888888,0.11111111111111116
"But then you are to go around like a wet cat, and mope, and hang on worse then ever.",a wet cat,cat,wet,miserable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333,"{0: ['cat', 'wet'], 1: ['wet', 'cat'], 2: ['wet', 'cat'], 3: ['wet', 'cat'], 4: ['wet', 'cat'], 5: ['wet', 'cat']}","['wet', 'cat']","['{""property"": ""miserable""}']","['{""property"": ""miserable""}']","['{""property"": ""miserable""}']",{'property': 'miserable'},miserable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'miserable'},miserable,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444445,{'property': 'miserable'},miserable,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4444444444444445
I think a few of these guys in different sizes sidebysidebyside like Russian dolls would be amazing.,russian dolls,doll,russian,nested,emergent,"(emergent, component, emergent)","(5, 4, 5)","(2, 4, 4)","(3, 1, 2)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['doll', 'russian'], 1: ['doll', 'russian'], 2: ['doll', 'russian'], 3: ['doll', 'russian'], 4: ['doll', 'russian'], 5: ['doll', 'russian']}","['doll', 'russian']","['{""property"": ""nested""}']","['{""property"": ""nested""}']","['{""property"": ""nested""}']",{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0,{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0,{'property': 'nested'},nested,1.0,0.0,0.0,0.0,1.0
"We do so like the smell of sheep, they said to which the old man replied, Yis, mum, an seea deea Ah bud Ah leykes t teeast on em betther!",the smell of sheep,smell,sheep,earthy,emergent,"(component, emergent, emergent)","(5, 4, 5)","(3, 3, 3)","(4, 3, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['smell', 'sheep'], 1: ['nose', 'sheep'], 2: ['nose', 'sheep'], 3: ['nose', 'sheep'], 4: ['nose', 'sheep'], 5: ['nose', 'sheep']}","['nose', 'sheep']","['{""property"": ""pungent""}']","['{""property"": ""pungent""}']","['{""property"": ""distinctive""}']",{'property': 'pungent'},pungent,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'pungent'},pungent,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,{'property': 'distinctive'},distinctive,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.8888888888888888,0.0
But a gooid word throo some is as scarce as a white crow.,a white crow,crow,white,uncommon,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 1, 4)","(4, 1, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,"{0: ['crow', 'white'], 1: ['crow', 'white', 'bird'], 2: ['crow', 'white', 'bird'], 3: ['crow', 'white', 'bird'], 4: ['crow', 'white', 'bird'], 5: ['crow', 'white', 'bird']}","['crow', 'white', 'bird']","['{""property"": ""uncommon""}']","['{""property"": ""uncommon""}']","['{""property"": ""rare""}']",{'property': 'uncommon'},uncommon,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'uncommon'},uncommon,0.8888888888888888,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'rare'},rare,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.6666666666666667
"The old man didn't go after him, and fight for four years, at a cost uv half his substance, to subdue him and bring him back, but when he hed run through his pile, and squandered his share uv the estate, and got hungry, he came back like a whipped dog.",a whipped dog,dog,whip,helpless,emergent,"(emergent, emergent, component)","(4, 5, 3)","(1, 4, 4)","(1, 3, 2)",0.6666666666666667,0.7777777777777778,0.1111111111111111,0.0,False,0.1111111111111111,"{0: ['dog', 'whip'], 1: ['dog'], 2: ['dog'], 3: ['dog'], 4: ['dog'], 5: ['dog']}",['dog'],"['{""property"": ""vulnerable""}']","['{""property"": ""submissive""}']","['{""property"": ""submissive""}']",{'property': 'vulnerable'},vulnerable,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.4444444444444445,{'property': 'submissive'},submissive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'submissive'},submissive,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444445
The biggest issue is that normal spots are not as wide as handicap spots and it can make it more difficult to get in and out of the car.,handicap spots,spot,handicap,wider,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(5, 4, 4)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0,"{0: ['spot', 'handicap'], 1: ['handicap', 'spot'], 2: ['spot', 'handicap'], 3: ['handicap', 'spot'], 4: ['spot', 'handicap'], 5: ['handicap', 'spot']}","['handicap', 'spot']","['{""property"": ""exclusive""} \n\n### Reasoning Process:\n1. **Individual Properties**:\n   - **Handicap**: Refers to a physical or mental condition that limits a person’s movements, senses, or activities.\n   - **Spot**: A particular place or area.\n\n2. **Combination Analysis**:\n   - The combination ""handicap spots"" refers to designated parking spaces for individuals with disabilities.\n   - These spots are specifically reserved for people who need them due to their physical limitations.\n\n3. **Emergent Property**:\n   - The property that emerges from the combination is ""exclusive."" This means these spots are set aside and can only be used by those who qualify (i.e., individuals with a handicap).\n   - ""Exclusive"" does not apply to ""handicap"" or ""spot"" individually but is a characteristic of the combination, as it describes the restricted nature of the parking spaces.\n\nThus, the emergent property of ""handicap spots"" is ""exclusive.""']","['{""property"": ""designated""}']","['{""property"": ""designated""}']",{'property': 'exclusive'},exclusive,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5555555555555556,{'property': 'designated'},designated,1.0,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.2222222222222222,{'property': 'designated'},designated,1.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.4444444444444444
"He was husky, but also fat like a watermelon with paws. ",a watermelon with paws,watermelon,paw,strange,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(3, 4, 2)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['watermelon', 'paw'], 1: [], 2: [], 3: [], 4: [], 5: []}",[],"['{""property"": ""unusual""} \n\nReasoning:\n1. **Watermelon**: A large, round fruit typically green on the outside and red or yellow on the inside.\n2. **Paws**: Appendages found on animals, used for walking, grasping, etc.\n\nWhen we combine ""watermelon"" with ""paws,"" we create a concept that is inherently strange and does not exist in nature. Neither ""watermelon"" nor ""paws"" individually possess the property of being unusual in this context. However, the combination itself creates an image that is out of the ordinary and unexpected, thus generating the emergent property ""unusual.""']","['{""property"": ""anthropomorphic""} \n\nReasoning: The concept of a ""watermelon with paws"" combines the natural, inanimate object (watermelon) with an attribute typically associated with living animals (paws). Individually, neither ""watermelon"" nor ""paws"" have the property of being anthropomorphic. However, when combined, this unusual pairing suggests a form that has been given human-like or animal-like characteristics, which is a hallmark of anthropomorphism. Thus, the emergent property of this combination is ""anthropomorphic.""']","['{""property"": ""unusual""} \n\nReasoning:\nThe combination ""a watermelon with paws"" brings together two very distinct and unrelated elements: a watermelon, which is a fruit, and paws, which are a part of animals. Neither ""watermelon"" nor ""paws"" individually possess the property of being unusual in their typical contexts. However, when combined, the idea of a watermelon having paws creates an image that is out of the ordinary and unexpected, thus generating the emergent property ""unusual.""']",{'property': 'unusual'},unusual,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888,{'property': 'anthropomorphic'},anthropomorphic,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,{'property': 'unusual'},unusual,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.8888888888888888
"Some are logical like fire vs ice, but otherwise no weaknesses.",fire vs ice,fire,ice,opposite properties,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(5, 4, 4)",1.0,1.0,0.0,0.0,False,0.0,"{0: ['fire', 'ice'], 1: ['fire', 'ice'], 2: ['fire', 'ice'], 3: ['fire', 'ice'], 4: ['fire', 'ice'], 5: ['fire', 'ice']}","['fire', 'ice']","['{""property"": ""contrasting""}']","['{""property"": ""contrasting""}']","['{""property"": ""contradictory""}']",{'property': 'contrasting'},contrasting,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'contrasting'},contrasting,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,{'property': 'contradictory'},contradictory,1.0,0.0,0.0,0.0,1.0
The ideas that make us immune to ideas are as popular as a book in a bonfire.,a book in a bonfire,book,bonfire,destroyed,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(5, 5, 4)",0.8888888888888888,1.0,0.1111111111111111,0.1111111111111111,False,0.1111111111111111,"{0: ['book', 'bonfire'], 1: ['page', 'book'], 2: ['page', 'book'], 3: ['page', 'book'], 4: ['page', 'book'], 5: ['page', 'book']}","['page', 'book']","['{""property"": ""incandescent""} \n\nReasoning:\n- The task is to find an emergent property of the combination ""a book in a bonfire"" that does not belong to either ""book"" or ""bonfire"" individually.\n- ""Page"" and ""book"" are general attributes of the book, so they do not provide the emergent property we are looking for.\n- A book itself is an object made of paper and ink, which can be read. A bonfire is a large open-air fire that generates heat and light.\n- When a book is placed in a bonfire, it undergoes a transformation where its physical form changes. The paper burns, and the ink might char or disintegrate.\n- One emergent property of this combination is ""incandescent,"" which describes the glowing, fiery state of the burning book. This property does not belong to a book on its own (which is typically solid and non-glowing) or to a bonfire alone (which is already incandescent but not specifically in relation to a book).\n- Therefore, ""incandescent"" is an emergent property that arises from the combination of a book being placed in a bonfire.']","['{""property"": ""consumed""}']","['{""property"": ""consumed""}']",{'property': 'incandescent'},incandescent,0.8888888888888888,0.0,0.8888888888888888,0.8888888888888888,0.0,{'property': 'consumed'},consumed,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105,{'property': 'consumed'},consumed,0.8888888888888888,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.11111111111111105
"The bars played freely like keys on a ring, and splayed out in their flight, and did the most dreadful execution.",keys on a ring,key,ring,jingly,emergent,"(emergent, emergent, component)","(5, 5, 4)","(2, 2, 3)","(1, 3, 2)",0.0,0.7777777777777778,0.7777777777777778,0.3333333333333333,False,0.7777777777777778,"{0: ['key', 'ring'], 1: ['ring', 'key'], 2: ['ring', 'key'], 3: ['ring', 'key'], 4: ['ring', 'key'], 5: ['ring', 'key']}","['ring', 'key']","['{""property"": ""interconnected""}']","['{""property"": ""interconnected""} \n\nReasoning process:\nThe combination ""keys on a ring"" involves two components: ""keys"" and ""ring."" The individual properties of these components are straightforward. A key is typically used to lock or unlock something, while a ring can be an object that holds items together. However, when keys are placed on a ring, the emergent property that arises is ""interconnected."" This property describes how the keys become part of a unified system where each key\'s identity and function are linked through their common attachment to the ring. Neither ""keys"" nor ""ring"" alone possesses this specific interconnectedness, but it emerges when they are combined.']","['{""property"": ""interconnected""} \n\n### Reasoning:\nThe task is to find an emergent property of the combination ""keys on a ring"" that does not belong to either ""keys"" or ""ring"" individually. \n\n1. **Key**: A key is typically used for locking and unlocking mechanisms.\n2. **Ring**: A ring is a circular object, often used as jewelry or to hold multiple items together.\n\nWhen you combine ""keys"" with ""a ring,"" the emergent property that arises is ""interconnected."" Individually, keys are separate objects, and a ring is just a circular object. However, when keys are placed on a ring, they become interconnected, forming a single unit that can be easily carried and managed together.\n\nThis property of being ""interconnected"" does not apply to either ""keys"" or ""ring"" alone but emerges from the combination of the two. Therefore, the emergent property is ""interconnected.""']",{'property': 'interconnected'},interconnected,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'interconnected'},interconnected,1.0,0.3333333333333333,1.0,1.0,0.0,{'property': 'interconnected'},interconnected,1.0,0.3333333333333333,1.0,1.0,0.0
