sentence,combination,root,modifier,property,human_label_majority,meta.human_labels,meta.combination_human_relevance,meta.root_human_relevance,meta.modifier_human_relevance,meta.gpt-4o_emergence,meta.combination_gpt-4o_relevance,meta.root_gpt-4o_relevance,meta.modifier_gpt-4o_relevance,meta.toxicity,meta.gpt-4o_indiv_max
"In the first moment that we were ushered into her presence, and beheld her in her white robe of state, embroidered with the pale yellow flower of her kingdom, whatever remained to us of the past slipped away like water through the fingers.",water through the fingers,water,finger,fleeting,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 4, 2)","(2, 3, 1)",0.6666666666666667,1.0,0.3333333333333333,0.0,False,0.3333333333333333
"It's exactly like the ones in the stories, she wailed.",the ones in the stories,one,story,idealize,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 4, 4)",0.22222222222222227,0.5555555555555556,0.0,0.3333333333333333,False,0.3333333333333333
Usually between the first two pages or the first chapter if its relatively short like a five page chapter so in my eyes there would be more time to hook me regardless of the exact opening line only.,a five page chapter,chapter,page,short,emergent,"(emergent, emergent, emergent)","(4, 5, 4)","(3, 2, 1)","(4, 4, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
Just like a post in the mud!,a post in the mud,post,mud,unmovable,emergent,"(component, emergent, emergent)","(5, 5, 5)","(5, 4, 4)","(3, 3, 2)",0.0,0.5555555555555556,0.5555555555555556,0.2222222222222222,False,0.5555555555555556
"not a peep , they sat silent like scolded children .",scolded children,child,scold,submissive,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(3, 3, 3)","(4, 3, 3)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.0,False,0.3333333333333333
"The landlock nook is as lovely as a Swiss lake and, oh, the myriad echoes that waken in chorus among these misty mountains!",a Swiss lake,lake,swiss,picturesque,emergent,"(component, emergent, emergent)","(5, 5, 5)","(4, 3, 4)","(5, 4, 3)",0.11111111111111105,0.8888888888888888,0.6666666666666666,0.7777777777777778,False,0.7777777777777778
"When she heard her husband coming in Lucy fled upstairs like a hunted thing, and took refuge in the nursery where little Tom was sleeping.",a hunted thing,thing,hunt,fearful,emergent,"(emergent, emergent, emergent)","(3, 5, 3)","(5, 2, 4)","(1, 4, 5)",0.33333333333333326,0.8888888888888888,0.0,0.5555555555555556,False,0.5555555555555556
"I do not say that I was wicked enough absolutely to desire the death of this sinner for our benefit but I saw the benefit at least as plainly as the awful possibility, and it was not with unalloyed relief that I beheld a great figure stride through the lighted windows at our nearer approach.",the awful possibility,possibility,awful,terrify,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 4)",0.4444444444444445,0.7777777777777778,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"Why, I'm afraid to even snore in my sleep, said one of them, for fear I'll discharge the guncotton and as for kicking in my sleepwhy, I'm as quiet as a drugged snake.",a drugged snake,snake,drug,subdue,emergent,"(emergent, emergent, component)","(5, 5, 5)","(2, 3, 3)","(5, 5, 5)",0.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,False,0.7777777777777778
it was almost like falling underwater .,falling underwater,underwater,fall,disorient,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 3)","(4, 3, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"if we jumped a second too soon , we 'd be hit by a pod and squashed like bugs on a windshield .",bugs on a windshield,bug,windshield,squash,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 5, 4)","(2, 4, 2)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.0,False,0.5555555555555556
"He's doing ever so well, and he's made the place a picture, she would begin volubly, and then would toss her head slowly like a teased heifer, and decide that Marion did not deserve to hear tidings of the glorious man she had slighted.",a teased heifer,heifer,tease,sullen,emergent,"(emergent, emergent, emergent)","(4, 4, 5)","(2, 2, 2)","(3, 3, 4)",0.5555555555555556,0.6666666666666666,0.1111111111111111,0.1111111111111111,False,0.1111111111111111
"Though not as effective as primary forests, secondary forests store more soil carbon than other landuses, such as tree plantations.",primary forests,forest,primary,undisturbed,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 5, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Beyond this dead, unburied region stretches again a sea of sand, on which are seen, here and there, towering up in one and another place, pointed stacks as high as a house of one story.",a house of one story,house,story,simple,emergent,"(emergent, emergent, emergent)","(5, 4, 5)","(2, 3, 4)","(3, 3, 2)",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"kind of like the land of the dead , ian commented , but the riverkeeper ignored him .",the land of the dead,land,dead,otherworldly,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 2, 2)","(5, 4, 5)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
Hillary is flopping around out there like a wounded goose and the question is how much longer can she last before she just has to go away?,a wounded goose,goose,wound,helpless,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 3)","(4, 4, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"Thats no like word of mouth, youre thinking?",word of mouth,word,mouth,unreliable,emergent,"(emergent, component, emergent)","(3, 4, 4)","(2, 3, 2)","(1, 3, 2)",0.22222222222222227,0.5555555555555556,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"I mean, I understand the concept, kinda like pork for muslim because of the context at the time deadly diseases and such in pork, but surely god couldn't be pissed at you for drinking coffee, right ?",pork for muslim,pork,muslim,prohibit,emergent,"(emergent, component, emergent)","(2, 5, 5)","(2, 5, 3)","(2, 5, 4)",0.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
"If I have to be in the water, I would prefer to just float around like an airy turd.",an airy turd,turd,airy,weightless,emergent,"(emergent, emergent, emergent)","(3, 2, 2)","(2, 1, 1)","(4, 4, 4)",0.2222222222222222,0.7777777777777778,0.0,0.5555555555555556,False,0.5555555555555556
"His hands felt red hot, the pulses were hammering at his temples, and his tongue became as hot as baked clay he would have borne great pain for a time if it could have brought sleep, for this was much worse than pain, and it made sleep impossible.",baked clay,clay,bake,hard,emergent,"(component, emergent, emergent)","(5, 4, 5)","(2, 1, 2)","(4, 2, 5)",0.5555555555555556,0.8888888888888888,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"While the flames are swirling around her, it is just like a visual effect but the fear comes when she manipulates the black flames into an attack that can control and when she does that, the flames become real and deadly.",a visual effect,effect,visual,illusionary,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 4, 3)","(4, 5, 3)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
,a dried starfish,starfish,dry,rigid,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 2)","(5, 4, 5)",0.4444444444444444,1.0,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"actually , it 's kind of like the old days .",the old days,day,old,idealize,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(3, 3, 2)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
ey And now as silent as an unstrung drum.,an unstrung drum,drum,unstrung,quiet,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(5, 4, 3)",0.6666666666666667,1.0,0.0,0.3333333333333333,False,0.3333333333333333
"He's also a singer In that one he explains how getting life in prison, your wife leaving you or your house burning down aren't as bad as a pub without beer.",a pub without beer,pub,beer,undesirable,emergent,"(emergent, emergent, emergent)","(5, 5, 4)","(2, 2, 2)","(1, 4, 1)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.1111111111111111,False,0.3333333333333333
"The frosty wind, as if to make amends For its keen breath, was aiding to our steps, And drove us onward like two ships at sea Or, like two birds, companions in midair, 10 Parted and reunited by the blast.",two ships at sea,ship,sea,separate,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 3)","(1, 1, 4)",0.33333333333333326,0.8888888888888888,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
they look a little like the ones past prime is famous for .,the ones past prime,one,prime,deteriorate,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(2, 4, 4)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
Excess of righteousness must be sinfulalmost as sinful as lack of righteousness.,lack of righteousness,lack,righteousness,sinful,emergent,"(component, emergent, emergent)","(3, 5, 5)","(1, 2, 2)","(3, 4, 1)",0.8888888888888888,0.8888888888888888,0.0,0.0,False,0.0
"The clamoring of the bar disappeared as quickly as the remaining sun, and he made it four blocks before he heaved the first time.",the remaining sun,sun,remain,diminish,emergent,"(emergent, emergent, emergent)","(5, 5, 3)","(4, 3, 2)","(3, 4, 4)",0.7777777777777778,0.7777777777777778,0.0,0.0,False,0.0
"for the first few days , however , reginald was kind of like a vampire in reverse .",a vampire in reverse,vampire,reverse,daylight,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 5)","(2, 3, 3)",1.0,1.0,0.0,0.0,False,0.0
Attempted translation Horse 4 leaf clovers on cake also like the ones on cookies this cake is for a horse,the ones on cookies,one,cookie,decorative,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(2, 1, 4)","(4, 2, 3)",0.5555555555555556,0.7777777777777778,0.0,0.2222222222222222,False,0.2222222222222222
"but she says that, if tomorrow or the day after we have youngsters, we shall all be crowded there like bees in a bottle.",bees in a bottle,bee,bottle,constrain,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 2, 2)","(4, 3, 4)",0.33333333333333326,0.8888888888888888,0.2222222222222222,0.5555555555555556,False,0.5555555555555556
"he 's inches from me , and he smells cold like the night air .",the night air,air,night,fresh,emergent,"(emergent, component, emergent)","(5, 5, 5)","(3, 4, 4)","(3, 3, 3)",0.2222222222222222,0.7777777777777778,0.5555555555555556,0.5555555555555556,False,0.5555555555555556
with my eyebrow rings and the tattoos that peaked up my neck i thought it made me look a little like an escaped prisoner .,an escaped prisoner,prisoner,escaped,lawless,emergent,"(component, emergent, emergent)","(5, 5, 5)","(3, 2, 3)","(4, 5, 4)",0.2222222222222222,0.7777777777777778,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
the doctor was rambling words incoherently like a possessed man .,a possessed man,man,possess,irrational,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(2, 3, 1)","(4, 4, 5)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.0,False,0.3333333333333333
,drone strikes,strike,drone,lethal,emergent,"(emergent, emergent, component)","(5, 5, 5)","(5, 4, 4)","(4, 3, 3)",0.33333333333333326,0.8888888888888888,0.5555555555555556,0.3333333333333333,False,0.5555555555555556
"I live in a desert, tap water can be almost as hot as 'hot' water. ",hot' water,water,hot,scalding,emergent,"(emergent, emergent, component)","(5, 5, 5)","(4, 3, 3)","(5, 4, 5)",0.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,False,0.5555555555555556
The seven regiments of cavalry which formed the left and centre of the French army delivered a devastating charge at the Spanish infantry in the plain and the regiment of Spanish hussars covering their flank was swept away like chaff before the wind.,chaff before the wind,chaff,wind,vulnerable,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(4, 4, 4)","(5, 4, 4)",0.5555555555555556,0.8888888888888888,0.3333333333333333,0.2222222222222222,False,0.3333333333333333
Such a betrothal as that of Quintus and Cornelia is as rare as a white raven.,a white raven,raven,white,rare,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 4)","(4, 3, 5)",0.5555555555555556,0.8888888888888888,0.2222222222222222,0.3333333333333333,False,0.3333333333333333
,the triggered chick,chick,trigger,easily upset,emergent,"(emergent, emergent, emergent)","(5, 4, 4)","(3, 2, 2)","(4, 5, 4)",0.11111111111111116,0.7777777777777778,0.5555555555555556,0.6666666666666666,False,0.6666666666666666
"Otherwise, in the human race, the male would be slain yearly like the drone of the hive.",the drone of the hive,drone,hive,sacrificial,emergent,"(emergent, emergent, emergent)","(3, 4, 5)","(2, 2, 3)","(2, 3, 2)",0.5555555555555556,0.7777777777777778,0.2222222222222222,0.0,False,0.2222222222222222
"Oh, absolutely, because these were all kind of like little movies, all these videos that he did.",little movies,movie,little,brief,emergent,"(emergent, emergent, component)","(3, 4, 5)","(1, 2, 3)","(2, 4, 4)",0.4444444444444445,0.7777777777777778,0.0,0.3333333333333333,False,0.3333333333333333
"No one can avoid its attacks, because the liquor obtained from that composition is as limpid as rock water, and without taste.",rock water,water,rock,mineral-rich,emergent,"(component, emergent, emergent)","(3, 5, 3)","(1, 3, 2)","(3, 4, 4)",0.0,0.7777777777777778,0.3333333333333333,0.8888888888888888,False,0.8888888888888888
But even these are not as bad as the moving picture shows that have captured Buenos Aires.,the moving picture,picture,move,entertain,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(3, 3, 3)","(3, 2, 4)",0.4444444444444445,0.7777777777777778,0.3333333333333333,0.3333333333333333,False,0.3333333333333333
I would care if they thought red sweaters were immoral because it has no moral value I would ignore them unless they were getting butthurt like vegans over a joke.,vegans over a joke,vegan,joke,offend,emergent,"(emergent, emergent, emergent)","(3, 4, 4)","(2, 2, 2)","(4, 4, 3)",0.22222222222222227,0.5555555555555556,0.1111111111111111,0.3333333333333333,False,0.3333333333333333
"I have this game and let me tell ya, it can be damn near as bad as the grown up version!",the grown up version,version,grow,adult,emergent,"(emergent, emergent, emergent)","(5, 5, 5)","(1, 2, 2)","(4, 4, 4)",0.5555555555555556,0.8888888888888888,0.0,0.3333333333333333,False,0.3333333333333333
"Watch as cars, planes, even helicopters are washed away like bath toys.",bath toys,toy,bath,easily washed away,emergent,"(component, emergent, emergent)","(5, 5, 4)","(2, 2, 3)","(4, 4, 4)",0.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,False,0.8888888888888888
